date,city,aqi
2024-09-18,Parbhani,93
2024-09-19,Parbhani,98
2024-09-20,Parbhani,112
2024-09-21,Parbhani,83
2024-09-23,Parbhani,38
2024-09-24,Parbhani,45
2024-09-25,Parbhani,33
2024-09-26,Parbhani,34
2024-09-28,Parbhani,35
2024-09-29,Parbhani,43
2024-10-02,Parbhani,103
2024-10-03,Parbhani,91
2024-10-04,Parbhani,119
2024-10-05,Parbhani,108
2024-10-06,Parbhani,124
2024-10-07,Parbhani,146
2024-10-08,Parbhani,141
2024-10-09,Parbhani,118
2024-10-10,Parbhani,85
2024-10-11,Parbhani,60
2024-10-12,Parbhani,64
2024-10-13,Parbhani,55
2024-10-14,Parbhani,57
2024-10-15,Parbhani,106
2024-10-16,Parbhani,81
2024-10-17,Parbhani,92
2024-10-18,Parbhani,70
2024-10-19,Parbhani,83
2024-10-20,Parbhani,52
2024-10-21,Parbhani,60
2024-10-22,Parbhani,75
2024-10-23,Parbhani,83
2024-10-24,Parbhani,191
2024-10-25,Parbhani,156
2024-10-26,Parbhani,161
2024-10-30,Parbhani,137
2024-10-31,Parbhani,165
2024-11-01,Parbhani,214
2024-11-02,Parbhani,240
2024-11-03,Parbhani,178
2024-11-04,Parbhani,193
2024-11-05,Parbhani,239
2024-11-06,Parbhani,200
2024-11-07,Parbhani,166
2024-11-08,Parbhani,249
2024-11-09,Parbhani,284
2024-11-10,Parbhani,275
2024-11-11,Parbhani,292
2024-11-13,Parbhani,220
2024-11-14,Parbhani,173
2024-11-15,Parbhani,175
2024-11-16,Parbhani,201
2024-11-20,Parbhani,233
2024-11-21,Parbhani,248
2024-11-22,Parbhani,281
2024-11-23,Parbhani,298
2024-11-24,Parbhani,307
2024-11-25,Parbhani,278
2024-11-26,Parbhani,209
2024-11-27,Parbhani,116
2024-11-28,Parbhani,116
2024-11-29,Parbhani,125
2024-11-30,Parbhani,214
2024-12-01,Parbhani,118
2024-12-02,Parbhani,99
2024-12-03,Parbhani,130
2024-12-04,Parbhani,112
2024-12-05,Parbhani,108
2024-12-06,Parbhani,132
2024-12-07,Parbhani,102
2024-12-08,Parbhani,153
2024-12-09,Parbhani,150
2024-12-11,Parbhani,133
2024-12-12,Parbhani,146
2024-12-13,Parbhani,164
2024-12-14,Parbhani,123
2024-12-16,Parbhani,254
2024-12-17,Parbhani,271
2024-12-18,Parbhani,293
2024-12-19,Parbhani,277
2024-12-20,Parbhani,126
2024-12-21,Parbhani,122
2024-12-22,Parbhani,112
2024-12-23,Parbhani,111
2024-12-24,Parbhani,110
2024-12-25,Parbhani,96
2024-12-26,Parbhani,57
2024-12-27,Parbhani,51
2024-12-31,Parbhani,104
2025-01-02,Parbhani,96
2025-01-03,Parbhani,96
2025-01-04,Parbhani,113
2025-01-05,Parbhani,114
2025-01-06,Parbhani,100
2025-01-07,Parbhani,112
2025-01-08,Parbhani,104
2025-01-09,Parbhani,126
2025-01-10,Parbhani,119
2025-01-11,Parbhani,119
2025-01-12,Parbhani,102
2025-01-13,Parbhani,101
2025-01-14,Parbhani,128
2025-01-15,Parbhani,102
2025-01-16,Parbhani,103
2025-01-17,Parbhani,114
2025-01-18,Parbhani,120
2025-01-19,Parbhani,158
2025-01-20,Parbhani,123
2025-01-21,Parbhani,135
2025-01-22,Parbhani,143
2025-01-23,Parbhani,112
2025-01-24,Parbhani,104
2025-01-25,Parbhani,95
2025-01-26,Parbhani,96
2025-01-27,Parbhani,130
2025-01-29,Parbhani,135
2025-01-30,Parbhani,116
2025-01-31,Parbhani,115
2025-02-01,Parbhani,109
2025-02-02,Parbhani,105
2025-02-03,Parbhani,102
2025-02-04,Parbhani,87
2025-02-05,Parbhani,92
2025-02-06,Parbhani,84
2025-02-07,Parbhani,95
2025-02-08,Parbhani,112
2025-02-09,Parbhani,121
2025-02-10,Parbhani,119
2025-02-11,Parbhani,124
2025-02-12,Parbhani,114
2025-02-13,Parbhani,78
2025-02-14,Parbhani,60
2025-02-15,Parbhani,72
2025-02-16,Parbhani,160
2025-02-17,Parbhani,102
2025-02-18,Parbhani,70
2025-02-19,Parbhani,72
2025-02-20,Parbhani,77
2025-02-21,Parbhani,60
2025-02-22,Parbhani,79
2025-02-23,Parbhani,77
2025-02-24,Parbhani,90
2025-02-25,Parbhani,83
2025-02-26,Parbhani,119
2025-02-27,Parbhani,120
2025-02-28,Parbhani,100
2025-03-01,Parbhani,101
2025-03-02,Parbhani,112
2025-03-03,Parbhani,87
2025-03-04,Parbhani,75
2025-03-05,Parbhani,67
2025-03-07,Parbhani,313
2025-03-08,Parbhani,335
2025-03-09,Parbhani,95
2025-03-10,Parbhani,112
2025-03-11,Parbhani,133
2025-03-12,Parbhani,193
2025-03-13,Parbhani,181
2025-03-14,Parbhani,107
2025-03-15,Parbhani,241
2025-03-16,Parbhani,223
2025-03-17,Parbhani,157
2025-03-18,Parbhani,96
2025-03-19,Parbhani,123
2025-03-20,Parbhani,94
2025-03-26,Parbhani,94
2025-03-27,Parbhani,92
2025-03-28,Parbhani,77
2025-03-29,Parbhani,78
2025-03-30,Parbhani,91
2025-03-31,Parbhani,98
2025-04-01,Parbhani,79
2025-04-02,Parbhani,84
2025-04-03,Parbhani,58
2025-04-04,Parbhani,50
2025-04-05,Parbhani,65
2025-04-06,Parbhani,74
2025-04-07,Parbhani,79
2025-04-08,Parbhani,75
2025-04-09,Parbhani,60
2025-04-10,Parbhani,68
2025-04-11,Parbhani,69
2025-04-12,Parbhani,59
2025-04-13,Parbhani,65
2025-04-14,Parbhani,76
2025-04-15,Parbhani,70
2025-04-16,Parbhani,75
2025-04-17,Parbhani,69
2025-04-18,Parbhani,69
2025-04-19,Parbhani,67
2025-04-20,Parbhani,68
2025-04-21,Parbhani,67
2025-04-23,Parbhani,77
2025-04-24,Parbhani,85
2025-04-26,Parbhani,45
2025-04-27,Parbhani,84
2025-04-28,Parbhani,93
2025-04-29,Parbhani,85
2025-04-30,Parbhani,88
2024-03-01,Pathardih,125
2024-03-02,Pathardih,130
2024-03-03,Pathardih,120
2024-03-09,Pathardih,129
2024-03-10,Pathardih,131
2024-03-13,Pathardih,104
2024-03-14,Pathardih,130
2024-03-16,Pathardih,145
2024-03-19,Pathardih,118
2024-03-21,Pathardih,121
2024-04-06,Pathardih,183
2024-04-09,Pathardih,102
2024-04-11,Pathardih,190
2024-04-12,Pathardih,142
2024-06-25,Pathardih,160
2024-06-29,Pathardih,140
2024-06-30,Pathardih,92
2024-07-05,Pathardih,72
2024-07-06,Pathardih,22
2024-07-07,Pathardih,22
2024-07-08,Pathardih,22
2024-07-09,Pathardih,46
2024-07-10,Pathardih,89
2024-08-18,Pathardih,116
2024-08-22,Pathardih,23
2024-08-23,Pathardih,20
2022-04-01,Patiala,130
2022-04-02,Patiala,125
2022-04-03,Patiala,177
2022-04-04,Patiala,160
2022-04-05,Patiala,157
2022-04-06,Patiala,150
2022-04-07,Patiala,144
2022-04-08,Patiala,140
2022-04-09,Patiala,154
2022-04-10,Patiala,160
2022-04-11,Patiala,129
2022-04-12,Patiala,153
2022-04-13,Patiala,181
2022-04-14,Patiala,142
2022-04-15,Patiala,155
2022-04-16,Patiala,111
2022-04-17,Patiala,159
2022-04-18,Patiala,150
2022-04-19,Patiala,147
2022-04-20,Patiala,163
2022-04-21,Patiala,157
2022-04-22,Patiala,119
2022-04-23,Patiala,147
2022-04-24,Patiala,130
2022-04-25,Patiala,140
2022-04-26,Patiala,132
2022-04-27,Patiala,131
2022-04-28,Patiala,163
2022-04-29,Patiala,178
2022-04-30,Patiala,162
2022-05-01,Patiala,195
2022-05-02,Patiala,154
2022-05-03,Patiala,149
2022-05-04,Patiala,156
2022-05-05,Patiala,63
2022-05-06,Patiala,170
2022-05-07,Patiala,119
2022-05-08,Patiala,175
2022-05-09,Patiala,117
2022-05-10,Patiala,102
2022-05-11,Patiala,94
2022-05-12,Patiala,123
2022-05-13,Patiala,124
2022-05-14,Patiala,140
2022-05-15,Patiala,154
2022-05-16,Patiala,150
2022-05-17,Patiala,117
2022-05-18,Patiala,151
2022-05-19,Patiala,97
2022-05-20,Patiala,161
2022-05-21,Patiala,164
2022-05-22,Patiala,114
2022-05-23,Patiala,92
2022-05-24,Patiala,49
2022-05-25,Patiala,73
2022-05-26,Patiala,78
2022-05-27,Patiala,93
2022-05-28,Patiala,121
2022-05-29,Patiala,102
2022-05-30,Patiala,146
2022-05-31,Patiala,148
2022-06-01,Patiala,126
2022-06-02,Patiala,134
2022-06-03,Patiala,114
2022-06-04,Patiala,108
2022-06-05,Patiala,112
2022-06-06,Patiala,117
2022-06-07,Patiala,142
2022-06-08,Patiala,145
2022-06-09,Patiala,159
2022-06-10,Patiala,161
2022-06-11,Patiala,202
2022-06-12,Patiala,187
2022-06-13,Patiala,182
2022-06-14,Patiala,188
2022-06-15,Patiala,154
2022-06-16,Patiala,107
2022-06-17,Patiala,52
2022-06-18,Patiala,47
2022-06-19,Patiala,46
2022-06-20,Patiala,70
2022-06-21,Patiala,55
2022-06-22,Patiala,72
2022-06-23,Patiala,83
2022-06-24,Patiala,95
2022-06-25,Patiala,104
2022-06-26,Patiala,106
2022-06-27,Patiala,86
2022-06-28,Patiala,90
2022-06-29,Patiala,100
2022-06-30,Patiala,63
2022-07-01,Patiala,44
2022-07-02,Patiala,50
2022-07-03,Patiala,44
2022-07-04,Patiala,58
2022-07-05,Patiala,74
2022-07-06,Patiala,66
2022-07-07,Patiala,60
2022-07-08,Patiala,61
2022-07-09,Patiala,63
2022-07-10,Patiala,26
2022-07-11,Patiala,41
2022-07-12,Patiala,32
2022-07-13,Patiala,53
2022-07-14,Patiala,32
2022-07-15,Patiala,32
2022-07-16,Patiala,44
2022-07-18,Patiala,42
2022-07-19,Patiala,61
2022-07-20,Patiala,53
2022-07-21,Patiala,38
2022-07-22,Patiala,50
2022-07-23,Patiala,58
2022-07-24,Patiala,45
2022-07-25,Patiala,39
2022-07-26,Patiala,36
2022-07-27,Patiala,48
2022-07-28,Patiala,55
2022-07-29,Patiala,37
2022-07-30,Patiala,41
2022-08-01,Patiala,43
2022-08-02,Patiala,64
2022-08-03,Patiala,75
2022-08-04,Patiala,57
2022-08-05,Patiala,48
2022-08-06,Patiala,49
2022-08-07,Patiala,63
2022-08-08,Patiala,47
2022-08-09,Patiala,57
2022-08-10,Patiala,68
2022-08-11,Patiala,52
2022-08-12,Patiala,38
2022-08-13,Patiala,49
2022-08-14,Patiala,53
2022-08-15,Patiala,32
2022-08-16,Patiala,39
2022-08-17,Patiala,37
2022-08-18,Patiala,46
2022-08-19,Patiala,45
2022-08-21,Patiala,72
2022-08-22,Patiala,92
2022-08-23,Patiala,62
2022-08-24,Patiala,37
2022-08-25,Patiala,33
2022-08-26,Patiala,58
2022-08-27,Patiala,45
2022-08-28,Patiala,69
2022-08-29,Patiala,87
2022-08-30,Patiala,88
2022-08-31,Patiala,74
2022-09-01,Patiala,65
2022-09-02,Patiala,62
2022-09-03,Patiala,66
2022-09-04,Patiala,80
2022-09-05,Patiala,78
2022-09-06,Patiala,88
2022-09-07,Patiala,64
2022-09-08,Patiala,82
2022-09-09,Patiala,92
2022-09-10,Patiala,88
2022-09-11,Patiala,45
2022-09-13,Patiala,50
2022-09-14,Patiala,38
2022-09-15,Patiala,52
2022-09-16,Patiala,30
2022-09-17,Patiala,52
2022-09-18,Patiala,60
2022-09-19,Patiala,84
2022-09-20,Patiala,83
2022-09-21,Patiala,53
2022-09-22,Patiala,56
2022-09-23,Patiala,53
2022-09-24,Patiala,53
2022-09-25,Patiala,53
2022-09-26,Patiala,52
2022-09-27,Patiala,46
2022-09-28,Patiala,51
2022-09-29,Patiala,68
2022-09-30,Patiala,96
2022-10-01,Patiala,106
2022-10-02,Patiala,102
2022-10-03,Patiala,79
2022-10-04,Patiala,94
2022-10-05,Patiala,91
2022-10-06,Patiala,79
2022-10-07,Patiala,58
2022-10-08,Patiala,46
2022-10-09,Patiala,47
2022-10-10,Patiala,46
2022-10-11,Patiala,49
2022-10-12,Patiala,55
2022-10-13,Patiala,66
2022-10-14,Patiala,88
2022-10-15,Patiala,109
2022-10-16,Patiala,111
2022-10-17,Patiala,114
2022-10-18,Patiala,126
2022-10-19,Patiala,143
2022-10-20,Patiala,146
2022-10-21,Patiala,110
2022-10-22,Patiala,108
2022-10-23,Patiala,113
2022-10-24,Patiala,150
2022-10-25,Patiala,211
2022-10-26,Patiala,195
2022-10-27,Patiala,185
2022-10-28,Patiala,176
2022-10-29,Patiala,205
2022-10-30,Patiala,173
2022-10-31,Patiala,224
2022-11-01,Patiala,238
2022-11-02,Patiala,170
2022-11-03,Patiala,276
2022-11-04,Patiala,240
2022-11-05,Patiala,174
2022-11-06,Patiala,130
2022-11-07,Patiala,158
2022-11-08,Patiala,252
2022-11-09,Patiala,368
2022-11-10,Patiala,278
2022-11-11,Patiala,141
2022-11-12,Patiala,148
2022-11-13,Patiala,148
2022-11-14,Patiala,161
2022-11-15,Patiala,70
2022-11-16,Patiala,104
2022-11-17,Patiala,116
2022-11-18,Patiala,107
2022-11-19,Patiala,131
2022-11-20,Patiala,119
2022-11-21,Patiala,100
2022-11-22,Patiala,86
2022-11-23,Patiala,106
2022-11-24,Patiala,102
2022-11-25,Patiala,156
2022-11-26,Patiala,197
2022-11-27,Patiala,178
2022-11-28,Patiala,181
2022-11-29,Patiala,195
2022-11-30,Patiala,141
2022-12-01,Patiala,144
2022-12-02,Patiala,196
2022-12-03,Patiala,196
2022-12-04,Patiala,211
2022-12-05,Patiala,105
2022-12-06,Patiala,116
2022-12-07,Patiala,100
2022-12-08,Patiala,108
2022-12-09,Patiala,162
2022-12-10,Patiala,145
2022-12-11,Patiala,93
2022-12-12,Patiala,68
2022-12-13,Patiala,66
2022-12-14,Patiala,61
2022-12-15,Patiala,73
2022-12-16,Patiala,93
2022-12-17,Patiala,118
2022-12-18,Patiala,136
2022-12-19,Patiala,182
2022-12-20,Patiala,102
2022-12-21,Patiala,156
2022-12-22,Patiala,154
2022-12-23,Patiala,120
2022-12-24,Patiala,98
2022-12-25,Patiala,123
2022-12-26,Patiala,134
2022-12-27,Patiala,157
2022-12-28,Patiala,184
2022-12-29,Patiala,167
2022-12-30,Patiala,217
2022-12-31,Patiala,132
2023-01-01,Patiala,94
2023-01-02,Patiala,120
2023-01-03,Patiala,95
2023-01-04,Patiala,152
2023-01-05,Patiala,156
2023-01-06,Patiala,154
2023-01-07,Patiala,197
2023-01-08,Patiala,176
2023-01-09,Patiala,204
2023-01-10,Patiala,161
2023-01-11,Patiala,134
2023-01-12,Patiala,152
2023-01-13,Patiala,110
2023-01-14,Patiala,186
2023-01-15,Patiala,86
2023-01-16,Patiala,99
2023-01-17,Patiala,100
2023-01-18,Patiala,125
2023-01-19,Patiala,120
2023-01-20,Patiala,104
2023-01-21,Patiala,108
2023-01-22,Patiala,99
2023-01-23,Patiala,101
2023-01-24,Patiala,120
2023-01-25,Patiala,66
2023-01-26,Patiala,67
2023-01-27,Patiala,66
2023-01-28,Patiala,98
2023-01-29,Patiala,136
2023-01-30,Patiala,66
2023-01-31,Patiala,70
2023-02-01,Patiala,75
2023-02-02,Patiala,91
2023-02-03,Patiala,104
2023-02-04,Patiala,107
2023-02-05,Patiala,113
2023-02-06,Patiala,117
2023-02-07,Patiala,115
2023-02-08,Patiala,89
2023-02-09,Patiala,108
2023-02-10,Patiala,119
2023-02-11,Patiala,133
2023-02-12,Patiala,98
2023-02-13,Patiala,65
2023-02-14,Patiala,104
2023-02-15,Patiala,115
2023-02-16,Patiala,135
2023-02-17,Patiala,182
2023-02-18,Patiala,115
2023-02-19,Patiala,101
2023-02-20,Patiala,160
2023-02-21,Patiala,135
2023-02-22,Patiala,97
2023-02-23,Patiala,84
2023-02-24,Patiala,105
2023-02-25,Patiala,119
2023-02-26,Patiala,122
2023-02-27,Patiala,165
2023-02-28,Patiala,107
2023-03-01,Patiala,70
2023-03-02,Patiala,72
2023-03-03,Patiala,74
2023-03-04,Patiala,100
2023-03-05,Patiala,80
2023-03-06,Patiala,81
2023-03-07,Patiala,82
2023-03-08,Patiala,81
2023-03-09,Patiala,76
2023-03-10,Patiala,92
2023-03-11,Patiala,106
2023-03-12,Patiala,97
2023-03-13,Patiala,122
2023-03-14,Patiala,113
2023-03-15,Patiala,99
2023-03-16,Patiala,86
2023-03-17,Patiala,66
2023-03-18,Patiala,50
2023-03-19,Patiala,54
2023-03-20,Patiala,71
2023-03-21,Patiala,38
2023-03-22,Patiala,45
2023-03-23,Patiala,71
2023-03-24,Patiala,81
2023-03-25,Patiala,38
2023-03-26,Patiala,63
2023-03-27,Patiala,57
2023-03-28,Patiala,68
2023-03-29,Patiala,96
2023-03-30,Patiala,85
2023-03-31,Patiala,38
2023-04-01,Patiala,44
2023-04-02,Patiala,32
2023-04-03,Patiala,52
2023-04-04,Patiala,49
2023-04-05,Patiala,62
2023-04-06,Patiala,81
2023-04-07,Patiala,70
2023-04-08,Patiala,72
2023-04-09,Patiala,90
2023-04-10,Patiala,66
2023-04-11,Patiala,87
2023-04-12,Patiala,96
2023-04-13,Patiala,64
2023-04-14,Patiala,114
2023-04-15,Patiala,139
2023-04-16,Patiala,115
2023-04-17,Patiala,149
2023-04-18,Patiala,134
2023-04-19,Patiala,118
2023-04-20,Patiala,61
2023-04-21,Patiala,69
2023-04-22,Patiala,53
2023-04-23,Patiala,78
2023-04-24,Patiala,100
2023-04-25,Patiala,122
2023-04-27,Patiala,103
2023-04-28,Patiala,97
2023-04-29,Patiala,131
2023-04-30,Patiala,85
2023-05-01,Patiala,61
2023-05-02,Patiala,44
2023-05-03,Patiala,51
2023-05-04,Patiala,75
2023-05-05,Patiala,77
2023-05-06,Patiala,91
2023-05-07,Patiala,108
2023-05-08,Patiala,102
2023-05-09,Patiala,115
2023-05-10,Patiala,99
2023-05-11,Patiala,173
2023-05-12,Patiala,218
2023-05-13,Patiala,188
2023-05-14,Patiala,139
2023-05-15,Patiala,120
2023-05-16,Patiala,184
2023-05-17,Patiala,90
2023-05-18,Patiala,99
2023-05-19,Patiala,88
2023-05-20,Patiala,79
2023-05-21,Patiala,112
2023-05-22,Patiala,109
2023-05-23,Patiala,131
2023-05-24,Patiala,104
2023-05-25,Patiala,64
2023-05-26,Patiala,85
2023-05-27,Patiala,65
2023-05-28,Patiala,79
2023-05-29,Patiala,109
2023-05-30,Patiala,58
2023-05-31,Patiala,52
2023-06-01,Patiala,38
2023-06-02,Patiala,70
2023-06-03,Patiala,59
2023-06-04,Patiala,89
2023-06-05,Patiala,97
2023-06-06,Patiala,160
2023-06-07,Patiala,73
2023-06-08,Patiala,84
2023-06-09,Patiala,112
2023-06-10,Patiala,102
2023-06-11,Patiala,64
2023-06-12,Patiala,81
2023-06-13,Patiala,119
2023-06-14,Patiala,121
2023-06-15,Patiala,45
2023-06-16,Patiala,55
2023-06-17,Patiala,92
2023-06-18,Patiala,72
2023-06-19,Patiala,69
2023-06-20,Patiala,79
2023-06-21,Patiala,69
2023-06-22,Patiala,73
2023-06-23,Patiala,78
2023-06-24,Patiala,74
2023-06-25,Patiala,53
2023-06-26,Patiala,56
2023-06-27,Patiala,61
2023-06-28,Patiala,45
2023-06-29,Patiala,44
2023-07-01,Patiala,50
2023-07-02,Patiala,49
2023-07-03,Patiala,109
2023-07-04,Patiala,97
2023-07-05,Patiala,53
2023-07-06,Patiala,52
2023-07-07,Patiala,41
2023-07-08,Patiala,40
2023-07-09,Patiala,41
2023-07-10,Patiala,34
2023-07-11,Patiala,40
2023-07-12,Patiala,40
2023-07-13,Patiala,31
2023-07-14,Patiala,38
2023-07-15,Patiala,49
2023-07-16,Patiala,50
2023-07-17,Patiala,63
2023-07-18,Patiala,52
2023-07-19,Patiala,33
2023-07-20,Patiala,41
2023-07-21,Patiala,52
2023-07-22,Patiala,42
2023-07-23,Patiala,41
2023-07-24,Patiala,44
2023-07-25,Patiala,54
2023-07-26,Patiala,36
2023-07-27,Patiala,41
2023-07-28,Patiala,46
2023-07-29,Patiala,37
2023-07-30,Patiala,34
2023-07-31,Patiala,61
2023-08-01,Patiala,66
2023-08-02,Patiala,77
2023-08-03,Patiala,61
2023-08-04,Patiala,80
2023-08-05,Patiala,39
2023-08-06,Patiala,67
2023-08-07,Patiala,67
2023-08-08,Patiala,111
2023-08-09,Patiala,100
2023-08-10,Patiala,88
2023-08-11,Patiala,73
2023-08-12,Patiala,74
2023-08-13,Patiala,65
2023-08-14,Patiala,57
2023-08-15,Patiala,62
2023-08-16,Patiala,68
2023-08-17,Patiala,74
2023-08-18,Patiala,87
2023-08-19,Patiala,62
2023-08-20,Patiala,52
2023-08-21,Patiala,50
2023-08-22,Patiala,55
2023-08-23,Patiala,48
2023-08-24,Patiala,54
2023-08-25,Patiala,88
2023-08-26,Patiala,62
2023-08-27,Patiala,76
2023-08-28,Patiala,77
2023-08-29,Patiala,68
2023-08-30,Patiala,94
2023-08-31,Patiala,103
2023-09-01,Patiala,110
2023-09-02,Patiala,96
2023-09-03,Patiala,98
2023-09-04,Patiala,98
2023-09-05,Patiala,81
2023-09-06,Patiala,81
2023-09-07,Patiala,92
2023-09-08,Patiala,75
2023-09-09,Patiala,61
2023-09-10,Patiala,60
2023-09-12,Patiala,54
2023-09-13,Patiala,67
2023-09-14,Patiala,72
2023-09-15,Patiala,75
2023-09-16,Patiala,47
2023-09-17,Patiala,46
2023-09-18,Patiala,36
2023-09-19,Patiala,39
2023-09-20,Patiala,40
2023-09-21,Patiala,65
2023-09-22,Patiala,54
2023-09-23,Patiala,48
2023-09-24,Patiala,42
2023-09-25,Patiala,43
2023-09-26,Patiala,69
2023-09-27,Patiala,66
2023-09-28,Patiala,79
2023-09-29,Patiala,100
2023-09-30,Patiala,106
2023-10-01,Patiala,117
2023-10-02,Patiala,99
2023-10-03,Patiala,108
2023-10-04,Patiala,116
2023-10-05,Patiala,119
2023-10-06,Patiala,119
2023-10-07,Patiala,139
2023-10-08,Patiala,114
2023-10-09,Patiala,113
2023-10-10,Patiala,85
2023-10-11,Patiala,57
2023-10-12,Patiala,68
2023-10-13,Patiala,97
2023-10-14,Patiala,119
2023-10-15,Patiala,77
2023-10-16,Patiala,52
2023-10-17,Patiala,51
2023-10-18,Patiala,52
2023-10-19,Patiala,45
2023-10-20,Patiala,70
2023-10-21,Patiala,89
2023-10-22,Patiala,136
2023-10-23,Patiala,93
2023-10-24,Patiala,100
2023-10-25,Patiala,104
2023-10-26,Patiala,118
2023-10-27,Patiala,134
2023-10-28,Patiala,120
2023-10-29,Patiala,202
2023-10-30,Patiala,150
2023-10-31,Patiala,254
2023-11-01,Patiala,161
2023-11-02,Patiala,307
2023-11-03,Patiala,243
2023-11-04,Patiala,247
2023-11-05,Patiala,248
2023-11-06,Patiala,219
2023-11-07,Patiala,250
2023-11-08,Patiala,267
2023-11-09,Patiala,306
2023-11-10,Patiala,306
2023-11-11,Patiala,61
2023-11-12,Patiala,88
2023-11-13,Patiala,295
2023-11-14,Patiala,246
2023-11-15,Patiala,248
2023-11-16,Patiala,249
2023-11-17,Patiala,182
2023-11-18,Patiala,213
2023-11-19,Patiala,229
2023-11-20,Patiala,208
2023-11-21,Patiala,189
2023-11-22,Patiala,240
2023-11-23,Patiala,254
2023-11-24,Patiala,166
2023-11-25,Patiala,167
2023-11-26,Patiala,162
2023-11-27,Patiala,194
2023-11-28,Patiala,124
2023-11-29,Patiala,133
2023-11-30,Patiala,153
2023-12-01,Patiala,71
2023-12-02,Patiala,79
2023-12-03,Patiala,102
2023-12-04,Patiala,111
2023-12-05,Patiala,170
2023-12-06,Patiala,89
2023-12-07,Patiala,110
2023-12-08,Patiala,110
2023-12-09,Patiala,122
2023-12-10,Patiala,100
2023-12-11,Patiala,121
2023-12-12,Patiala,183
2023-12-13,Patiala,155
2023-12-14,Patiala,103
2023-12-15,Patiala,118
2023-12-16,Patiala,141
2023-12-17,Patiala,146
2023-12-18,Patiala,93
2023-12-19,Patiala,120
2023-12-20,Patiala,123
2023-12-21,Patiala,234
2023-12-22,Patiala,185
2023-12-23,Patiala,198
2023-12-24,Patiala,133
2023-12-25,Patiala,106
2023-12-26,Patiala,138
2023-12-27,Patiala,127
2023-12-28,Patiala,119
2023-12-29,Patiala,128
2023-12-30,Patiala,90
2023-12-31,Patiala,63
2024-01-01,Patiala,102
2024-01-02,Patiala,68
2024-01-03,Patiala,131
2024-01-05,Patiala,103
2024-01-06,Patiala,138
2024-01-07,Patiala,86
2024-01-08,Patiala,84
2024-01-09,Patiala,82
2024-01-10,Patiala,127
2024-01-11,Patiala,205
2024-01-12,Patiala,158
2024-01-13,Patiala,243
2024-01-14,Patiala,169
2024-01-15,Patiala,75
2024-01-16,Patiala,168
2024-01-17,Patiala,157
2024-01-18,Patiala,194
2024-01-19,Patiala,165
2024-01-20,Patiala,167
2024-01-21,Patiala,186
2024-01-22,Patiala,216
2024-01-23,Patiala,165
2024-01-24,Patiala,151
2024-01-25,Patiala,129
2024-01-26,Patiala,130
2024-01-27,Patiala,105
2024-01-28,Patiala,110
2024-01-29,Patiala,157
2024-01-30,Patiala,114
2024-01-31,Patiala,91
2024-02-01,Patiala,165
2024-02-02,Patiala,50
2024-02-03,Patiala,55
2024-02-04,Patiala,57
2024-02-05,Patiala,43
2024-02-06,Patiala,68
2024-02-07,Patiala,73
2024-02-08,Patiala,77
2024-02-09,Patiala,72
2024-02-10,Patiala,129
2024-02-11,Patiala,121
2024-02-12,Patiala,103
2024-02-13,Patiala,116
2024-02-14,Patiala,187
2024-02-15,Patiala,109
2024-02-16,Patiala,137
2024-02-17,Patiala,93
2024-02-18,Patiala,123
2024-02-20,Patiala,86
2024-02-21,Patiala,73
2024-02-22,Patiala,78
2024-02-23,Patiala,68
2024-02-24,Patiala,72
2024-02-25,Patiala,77
2024-02-26,Patiala,76
2024-02-27,Patiala,66
2024-02-28,Patiala,76
2024-02-29,Patiala,90
2024-03-01,Patiala,106
2024-03-02,Patiala,83
2024-03-03,Patiala,64
2024-03-04,Patiala,71
2024-03-05,Patiala,62
2024-03-06,Patiala,91
2024-03-07,Patiala,75
2024-03-08,Patiala,87
2024-03-09,Patiala,77
2024-03-10,Patiala,78
2024-03-11,Patiala,97
2024-03-12,Patiala,106
2024-03-13,Patiala,90
2024-03-14,Patiala,116
2024-03-15,Patiala,64
2024-03-16,Patiala,82
2024-03-17,Patiala,88
2024-03-18,Patiala,90
2024-03-19,Patiala,102
2024-03-20,Patiala,104
2024-03-21,Patiala,107
2024-03-22,Patiala,108
2024-03-23,Patiala,102
2024-03-24,Patiala,101
2024-03-25,Patiala,77
2024-03-26,Patiala,76
2024-03-27,Patiala,107
2024-03-28,Patiala,89
2024-03-29,Patiala,78
2024-03-30,Patiala,77
2024-03-31,Patiala,58
2024-04-01,Patiala,61
2024-04-02,Patiala,74
2024-04-03,Patiala,90
2024-04-04,Patiala,102
2024-04-05,Patiala,106
2024-04-06,Patiala,90
2024-04-07,Patiala,89
2024-04-08,Patiala,78
2024-04-09,Patiala,92
2024-04-10,Patiala,105
2024-04-11,Patiala,81
2024-04-12,Patiala,91
2024-04-13,Patiala,94
2024-04-14,Patiala,81
2024-04-15,Patiala,101
2024-04-16,Patiala,84
2024-04-17,Patiala,68
2024-04-18,Patiala,80
2024-04-20,Patiala,80
2024-04-21,Patiala,78
2024-04-22,Patiala,100
2024-04-23,Patiala,93
2024-04-24,Patiala,98
2024-04-25,Patiala,107
2024-04-26,Patiala,100
2024-04-27,Patiala,82
2024-04-28,Patiala,97
2024-04-29,Patiala,105
2024-04-30,Patiala,72
2024-05-01,Patiala,95
2024-05-02,Patiala,112
2024-05-03,Patiala,127
2024-05-04,Patiala,116
2024-05-05,Patiala,104
2024-05-06,Patiala,161
2024-05-07,Patiala,126
